!SIL	sil
<unk>	spn
comparativa	k o m p a rf a t i b a
comparativamente	k o m p a rf a t i b a m e n t e
comparativos	k o m p a rf a t i b o s
comparecencia	k o m p a rf e T e n T j a
comparecencia	k o m p a rf e s e ng s j a
comparecer	k o m p a rf e T e rf
comparecer	k o m p a rf e s e rf
comparsa	k o m p a rf s a
comparsas	k o m p a rf s a s
comparte	k o m p a rf t e
comparten	k o m p a rf t e ng
compartida	k o m p a rf t i D a
compartimos	k o m p a rf t i m o s
compartir	k o m p a rf t i rf
compartirse	k o m p a rf t i rf s e
compartirán	k o m p a rf t i rf a+ ng
compartiría	k o m p a rf t i rf i+ a
compartió	k o m p a rf t j o+
comparto	k o m p a rf t o
compartían	k o m p a rf t i+ a ng
comparó	k o m p a rf o+
compasión	k o m p a s j o+ ng
compatibilizarlo	k o m p a t i b i l i T a rf l o
compatibilizarlo	k o m p a t i b i l i s a rf l o
compatible	k o m p a t i b l e
compatriota	k o m p a t rf j o t a
compatriotas	k o m p a t rf j o t a s
compañeras	k o m p a n~ e rf a s
compañerismo	k o m p a n~ e rf i z m o
compañero	k o m p a n~ e rf o
compañeros	k o m p a n~ e rf o s
compañia	k o m p a n~ j a
compañía	k o m p a n~ i+ a
compañías	k o m p a n~ i+ a s
compensación	k o m p e n s a T j o+ n
compensación	k o m p e ng s a s j o+ ng
compensadas	k o m p e n s a D a s
compensadas	k o m p e ng s a D a s
compensar	k o m p e n s a rf
compensar	k o m p e ng s a rf
compensarlo	k o m p e n s a rf l o
compensarlo	k o m p e ng s a rf l o
compensaría	k o m p e n s a rf i+ a
compensaría	k o m p e ng s a rf i+ a
compense	k o m p e n s e
compense	k o m p e ng s e
compete	k o m p e t e
competen	k o m p e t e ng
competencia	k o m p e t e n T j a
competencia	k o m p e t e ng s j a
competencias	k o m p e t e n T j a s
competencias	k o m p e t e ng s j a s
competente	k o m p e t e n t e
competiciones	k o m p e t i T j o n e s
competiciones	k o m p e t i s j o n e s
competición	k o m p e t i T j o+ n
competición	k o m p e t i s j o+ ng
competidor	k o m p e t i D o rf
competidoras	k o m p e t i D o rf a s
competidores	k o m p e t i D o rf e s
competidos	k o m p e t i D o s
competimos	k o m p e t i m o s
competir	k o m p e t i rf
competirá	k o m p e t i rf a+
competirán	k o m p e t i rf a+ ng
competitiva	k o m p e t i t i b a
competitivamente	k o m p e t i t i b a m e n t e
competitivas	k o m p e t i t i b a s
competitividad	k o m p e t i t i b i D a
competitivo	k o m p e t i t i b o
competitivos	k o m p e t i t i b o s
competividad	k o m p e t i b i D a
compite	k o m p i t e
compiten	k o m p i t e ng
compitieran	k o m p i t j e rf a ng
compitieron	k o m p i t j e rf o ng
complace	k o m p l a T e
complace	k o m p l a s e
complacencia	k o m p l a T e n T j a
complacencia	k o m p l a s e ng s j a
complacer	k o m p l a s e rf
complacido	k o m p l a T i D o
complacido	k o m p l a s i D o
complacientes	k o m p l a T j e n t e s
complacientes	k o m p l a s j e n t e s
complacieron	k o m p l a s j e rf o ng
compleja	k o m p l e x a
complejas	k o m p l e x a s
complejidad	k o m p l e x i D a
complejo	k o m p l e x o
complejos	k o m p l e x o s
complejísimos	k o m p l e x i+ s i m o s
complementa	k o m p l e m e n t a
complementación	k o m p l e m e n t a T j o+ n
complementación	k o m p l e m e n t a s j o+ ng
complementan	k o m p l e m e n t a ng
complementar	k o m p l e m e n t a rf
complementara	k o m p l e m e n t a rf a
complementarias	k o m p l e m e n t a rf j a s
complementario	k o m p l e m e n t a rf j o
complementarlos	k o m p l e m e n t a rf l o s
complemento	k o m p l e m e n t o
complementos	k o m p l e m e n t o s
completa	k o m p l e t a
completadas	k o m p l e t a D a s
completado	k o m p l e t a D o
completado	k o m p l e t a o
completamente	k o m p l e t a m e n t e
completan	k o m p l e t a ng
completar	k o m p l e t a rf
completarse	k o m p l e t a rf s e
completará	k o m p l e t a rf a+
completas	k o m p l e t a s
completo	k o m p l e t o
completos	k o m p l e t o s
complicaciones	k o m p l i k a T j o n e s
complicaciones	k o m p l i k a s j o n e s
complicación	k o m p l i k a T j o+ n
complicación	k o m p l i k a s j o+ ng
complicada	k o m p l i k a D a
complicadas	k o m p l i k a D a s
complicado	k o m p l i k a D o
complicado	k o m p l i k a o
complicados	k o m p l i k a D o s
complican	k o m p l i k a ng
complicando	k o m p l i k a n d o
complicarle	k o m p l i k a rf l e
complicaron	k o m p l i k a rf o ng
complicidad	k o m p l i T i D a
complicidad	k o m p l i s i D a
complicó	k o m p l i k o+
complique	k o m p l i k e
complot	k o m p l o t
compone	k o m p o n e
componen	k o m p o n e ng
componendas	k o m p o n e n d a s
componente	k o m p o n e n t e
componentes	k o m p o n e n t e s
comporta	k o m p o rf t a
comportamiento	k o m p o rf t a m j e n t o
comportamientos	k o m p o rf t a m j e n t o s
comportan	k o m p o rf t a ng
comportarnos	k o m p o rf t a rf n o s
comportaron	k o m p o rf t a rf o ng
composición	k o m p o s i T j o+ n
composición	k o m p o s i s j o+ ng
compositor	k o m p o s i t o rf
compostura	k o m p o s t u rf a
compra	k o m p rf a
comprada	k o m p rf a D a
comprado	k o m p rf a D o
comprado	k o m p rf a o
comprador	k o m p rf a D o rf
compradores	k o m p rf a D o rf e s
comprados	k o m p rf a D o s
compran	k o m p rf a ng
comprando	k o m p rf a n d o
comprar	k o m p rf a rf
comprarla	k o m p rf a rf l a
comprarlos	k o m p rf a rf l o s
compraron	k o m p rf a rf o ng
comprarán	k o m p rf a rf a+ ng
compraría	k o m p rf a rf i+ a
compras	k o m p rf a s
compre	k o m p rf e
comprendamos	k o m p rf e n d a m o s
comprende	k o m p rf e n d e
comprendemos	k o m p rf e n d e m o s
comprenden	k o m p rf e n d e ng
comprender	k o m p rf e n d e rf
comprenderlo	k o m p rf e n d e rf l o
comprenderlos	k o m p rf e n d e rf l o s
comprenderá	k o m p rf e n d e rf a+
comprendidas	k o m p rf e n d i D a s
comprendido	k o m p rf e n d i D o
comprendidos	k o m p rf e n d i D o s
comprendió	k o m p rf e n d j o+
comprendí	k o m p rf e n d i+
comprendía	k o m p rf e n d i+ a
comprensible	k o m p rf e n s i b l e
comprensible	k o m p rf e ng s i b l e
comprensivo	k o m p rf e n s i b o
comprensivo	k o m p rf e ng s i b o
comprensión	k o m p rf e n s j o+ n
comprensión	k o m p rf e ng s j o+ ng
comprobación	k o m p rf o b a T j o+ n
comprobación	k o m p rf o b a s j o+ ng
comprobada	k o m p rf o b a D a
comprobadas	k o m p rf o b a D a s
comprobado	k o m p rf o b a D o
comprobado	k o m p rf o b a o
comprobar	k o m p rf o b a rf
comprobaron	k o m p rf o b a rf o ng
comprobarse	k o m p rf o b a rf s e
comprobó	k o m p rf o b o+
comprometa	k o m p rf o m e t a
comprometan	k o m p rf o m e t a ng
compromete	k o m p rf o m e t e
comprometedoras	k o m p rf o m e t e D o rf a s
comprometer	k o m p rf o m e t e rf
comprometerse	k o m p rf o m e t e rf s e
comprometerá	k o m p rf o m e t e rf a+
comprometidas	k o m p rf o m e t i D a s
comprometido	k o m p rf o m e t i D o
comprometidos	k o m p rf o m e t i D o s
comprometiendo	k o m p rf o m e t j e n d o
comprometiera	k o m p rf o m e t j e rf a
comprometieron	k o m p rf o m e t j e rf o ng
comprometimos	k o m p rf o m e t i m o s
comprometió	k o m p rf o m e t j o+
compromiso	k o m p rf o m i s o
compromisos	k o m p rf o m i s o s
comprueba	k o m p rf w e b a
compruebe	k o m p rf w e b e
comprueben	k o m p rf w e b e ng
comprándose	k o m p rf a+ n d o s e
compró	k o m p rf o+
compuesta	k o m p w e s t a
compuestas	k o m p w e s t a s
compuesto	k o m p w e s t o
compuestos	k o m p w e s t o s
compulsivo	k o m p u l s i b o
computa	k o m p u t a
computación	k o m p u t a T j o+ n
computación	k o m p u t a s j o+ ng
computador	k o m p u t a D o rf
computadora	k o m p u t a D o rf a
computadoras	k o m p u t a D o rf a s
computar	k o m p u t a rf
computarizada	k o m p u t a rf i T a D a
computarizada	k o m p u t a rf i s a D a
computarizadas	k o m p u t a rf i T a D a s
computarizadas	k o m p u t a rf i s a D a s
computarse	k o m p u t a rf s e
comulgamos	k o m u l G a m o s
comulgan	k o m u l G a ng
comunal	k o m u n a l
comunales	k o m u n a l e s
comunas	k o m u n a s
comunes	k o m u n e s
comunicaciones	k o m u n i k a T j o n e s
comunicaciones	k o m u n i k a s j o n e s
comunicación	k o m u n i k a T j o+ n
comunicación	k o m u n i k a s j o+ ng
comunicada	k o m u n i k a D a
comunicadas	k o m u n i k a D a s
comunicado	k o m u n i k a D o
comunicado	k o m u n i k a o
comunicador	k o m u n i k a D o rf
comunicadores	k o m u n i k a D o rf e s
comunicados	k o m u n i k a D o s
comunican	k o m u n i k a ng
comunicarla	k o m u n i k a rf l a
comunicarse	k o m u n i k a rf s e
comunicó	k o m u n i k o+
comunidad	k o m u n i D a
comunidades	k o m u n i D a D e s
comuniquen	k o m u n i k e ng
comunismo	k o m u n i z m o
comunista	k o m u n i s t a
comunistas	k o m u n i s t a s
comunitaria	k o m u n i t a rf j a
comunitarias	k o m u n i t a rf j a s
comunitario	k o m u n i t a rf j o
comunitarios	k o m u n i t a rf j o s
comunión	k o m u n j o+ ng
común	k o m u+ ng
con	k o ng
conacon	k o n a k o ng
conasupo	k o n a s u p o
concab	k o n k a b
concab	k o ng k a b
concaba	k o n k a b a
concaba	k o ng k a b a
concacaf	k o n k a k a f
concacaf	k o ng k a k a f
concebible	k o n T e b i b l e
concebible	k o ng s e b i b l e
concebido	k o n T e b i D o
concebido	k o ng s e b i D o
conceda	k o n T e D a
conceda	k o ng s e D a
concede	k o n T e D e
concede	k o ng s e D e
conceden	k o n T e D e n
conceden	k o ng s e D e ng
conceder	k o n T e D e rf
conceder	k o ng s e D e rf
concederle	k o n T e D e rf l e
concederle	k o ng s e D e rf l e
concederán	k o n T e D e rf a+ n
concederán	k o ng s e D e rf a+ ng
concedida	k o n T e D i D a
concedida	k o ng s e D i D a
concedidas	k o n T e D i D a s
concedidas	k o ng s e D i D a s
concedido	k o n T e D i D o
concedido	k o ng s e D i D o
concedidos	k o n T e D i D o s
concedidos	k o ng s e D i D o s
concediendo	k o n T e D j e n d o
concediendo	k o ng s e D j e n d o
concedió	k o n T e D j o+
concedió	k o ng s e D j o+
concedí	k o n T e D i+
concedí	k o ng s e D i+
concejales	k o n T e x a l e s
concejales	k o ng s e x a l e s
concelebrar	k o n T e l e b rf a rf
concelebrar	k o ng s e l e b rf a rf
concentra	k o n T e n t rf a
concentra	k o ng s e n t rf a
concentraciones	k o n T e n t rf a T j o n e s
concentraciones	k o ng s e n t rf a s j o n e s
concentración	k o n T e n t rf a T j o+ n
concentración	k o ng s e n t rf a s j o+ ng
concentrado	k o n T e n t rf a o
concentrado	k o ng s e n t rf a D o
concentrados	k o n T e n t rf a D o s
concentrados	k o ng s e n t rf a D o s
concentran	k o n T e n t rf a n
concentran	k o ng s e n t rf a ng
concentrando	k o n T e n t rf a n d o
concentrando	k o ng s e n t rf a n d o
concentrar	k o n T e n t rf a rf
concentrar	k o ng s e n t rf a rf
concentrarnos	k o n T e n t rf a rf n o s
concentrarnos	k o ng s e n t rf a rf n o s
concentraron	k o n T e n t rf a rf o n
concentraron	k o ng s e n t rf a rf o ng
concentrarse	k o n T e n t rf a rf s e
concentrarse	k o ng s e n t rf a rf s e
concentren	k o n T e n t rf e n
concentren	k o ng s e n t rf e ng
concentrándose	k o n T e n t rf a+ n d o s e
concentrándose	k o ng s e n t rf a+ n d o s e
concentró	k o n T e n t rf o+
concentró	k o ng s e n t rf o+
concepciones	k o ng s e p s j o n e s
concepción	k o n T e p T j o+ n
concepción	k o ng s e p s j o+ ng
concepto	k o n T e t o
concepto	k o ng s e p t o
conceptos	k o n T e t o s
conceptos	k o ng s e p t o s
conceptual	k o n T e t w a l
conceptual	k o ng s e p t w a l
conceptuales	k o n T e t w a l e s
conceptuales	k o ng s e p t w a l e s
conceptuamos	k o n T e t w a m o s
conceptuamos	k o ng s e p t w a m o s
conceptuosos	k o n T e t w o s o s
conceptuosos	k o ng s e p t w o s o s
concerniente	k o n T e rf n j e n t e
concerniente	k o ng s e rf n j e n t e
concertación	k o n T e rf t a T j o+ n
concertación	k o ng s e rf t a s j o+ ng
concertada	k o n T e rf t a D a
concertada	k o ng s e rf t a D a
concertado	k o n T e rf t a o
concertado	k o ng s e rf t a D o
concertadora	k o n T e rf t a D o rf a
concertadora	k o ng s e rf t a D o rf a
concertadoras	k o n T e rf t a D o rf a s
concertadoras	k o ng s e rf t a D o rf a s
concertar	k o n T e rf t a rf
concertar	k o ng s e rf t a rf
concesionario	k o n T e s j o n a rf j o
concesionario	k o ng s e s j o n a rf j o
concesionarios	k o n T e s j o n a rf j o s
concesionarios	k o ng s e s j o n a rf j o s
concesiones	k o n T e s j o n e s
concesiones	k o ng s e s j o n e s
concesión	k o n T e s j o+ n
concesión	k o ng s e s j o+ ng
concesiónn	k o n T e s j o+ n n
concesiónn	k o ng s e s j o+ n ng
concibieron	k o n T i b j e rf o n
concibieron	k o ng s i b j e rf o ng
conciciones	k o n T i T j o n e s
conciciones	k o ng s i s j o n e s
conciencia	k o n T j e n T j a
conciencia	k o ng s j e ng s j a
concienciemos	k o n T j e n T j e m o s
concienciemos	k o ng s j e ng s j e m o s
conciente	k o n T j e n t e
conciente	k o ng s j e n t e
concientes	k o n T j e n t e s
concientes	k o ng s j e n t e s
concientización	k o n T j e n t i T a T j o+ n
concientización	k o ng s j e n t i s a s j o+ ng
concienzudamente	k o n T j e n T u D a m e n t e
concienzudamente	k o ng s j e n s u D a m e n t e
concierne	k o n T j e rf n e
concierne	k o ng s j e rf n e
concierto	k o n T j e rf t o
concierto	k o ng s j e rf t o
conciertos	k o n T j e rf t o s
conciertos	k o ng s j e rf t o s
conciliación	k o n T i l j a T j o+ n
conciliación	k o ng s i l j a s j o+ ng
conciliando	k o n T i l j a n d o
conciliando	k o ng s i l j a n d o
conciliar	k o n T i l j a rf
conciliar	k o ng s i l j a rf
conciliatoria	k o n T i l j a t o rf j a
conciliatoria	k o ng s i l j a t o rf j a
conciliazione	k o n T i l j a T j o n e
conciliazione	k o ng s i l j a s j o n e
conciso	k o n T i s o
conciso	k o ng s i s o
concitar	k o n T i t a rf
concitar	k o ng s i t a rf
conciudadanos	k o n T j u D a D a n o s
conciudadanos	k o ng s j u D a D a n o s
concluida	k o n k l w i D a
concluida	k o ng k l w i D a
concluidas	k o n k l w i D a s
concluidas	k o ng k l w i D a s
concluido	k o n k l w i D o
concluido	k o ng k l w i D o
concluimos	k o n k l w i m o s
concluimos	k o ng k l w i m o s
concluir	k o n k l w i rf
concluir	k o ng k l w i rf
concluirlos	k o n k l w i rf l o s
concluirlos	k o ng k l w i rf l o s
concluirá	k o n k l w i rf a+
concluirá	k o ng k l w i rf a+
concluirán	k o n k l w i rf a+ n
concluirán	k o ng k l w i rf a+ ng
conclusiones	k o n k l u s j o n e s
conclusiones	k o ng k l u s j o n e s
conclusión	k o n k l u s j o+ n
conclusión	k o ng k l u s j o+ ng
concluya	k o n k l u j a
concluya	k o ng k l u L a
concluye	k o n k l u j e
concluye	k o ng k l u L e
concluyen	k o n k l u j e n
concluyen	k o ng k l u L e ng
concluyendo	k o n k l u j e n d o
concluyendo	k o ng k l u L e n d o
concluyeron	k o n k l u j e rf o n
concluyeron	k o ng k l u L e rf o ng
concluyó	k o n k l u j o+
concluyó	k o ng k l u L o+
concluía	k o n k l w i+ a
concluía	k o ng k l w i+ a
concluían	k o n k l w i+ a n
concluían	k o ng k l w i+ a ng
concoce	k o n k o T e
concoce	k o ng k o s e
concordamos	k o n k o rf D a m o s
concordamos	k o ng k o rf D a m o s
concordancia	k o n k o rf D a n T j a
concordancia	k o ng k o rf D a ng s j a
concordatos	k o n k o rf D a t o s
concordatos	k o ng k o rf D a t o s
concordia	k o n k o rf D j a
concordia	k o ng k o rf D j a
concreción	k o n k rf e T j o+ n
concreción	k o ng k rf e s j o+ ng
concreta	k o n k rf e t a
concreta	k o ng k rf e t a
concretado	k o n k rf e t a o
concretado	k o ng k rf e t a D o
concretamente	k o n k rf e t a m e n t e
concretamente	k o ng k rf e t a m e n t e
concretan	k o n k rf e t a n
concretan	k o ng k rf e t a ng
concretando	k o ng k rf e t a n d o
concretar	k o n k rf e t a rf
concretar	k o ng k rf e t a rf
concretaron	k o n k rf e t a rf o n
concretaron	k o ng k rf e t a rf o ng
concretará	k o n k rf e t a rf a+
concretará	k o ng k rf e t a rf a+
concretarán	k o n k rf e t a rf a+ n
concretarán	k o ng k rf e t a rf a+ ng
concretas	k o n k rf e t a s
concretas	k o ng k rf e t a s
concrete	k o n k rf e t e
concrete	k o ng k rf e t e
concreten	k o n k rf e t e n
concreten	k o ng k rf e t e ng
concreto	k o n k rf e t o
concreto	k o ng k rf e t o
concretos	k o n k rf e t o s
concretos	k o ng k rf e t o s
concretó	k o n k rf e t o+
concretó	k o ng k rf e t o+
concubinas	k o n k u b i n a s
concubinas	k o ng k u b i n a s
concurre	k o n k u r e
concurre	k o ng k u r e
concurren	k o n k u r e n
concurren	k o ng k u r e ng
concurrencia	k o n k u r e n T j a
concurrencia	k o ng k u r e ng s j a
concurrentes	k o n k u r e n t e s
concurrentes	k o ng k u r e n t e s
concurrir	k o n k u r i rf
concurrir	k o ng k u r i rf
concursal	k o n k u rf s a l
concursal	k o ng k u rf s a l
concurso	k o n k u rf s o
concurso	k o ng k u rf s o
conde	k o n d e
condecorado	k o n d e k o rf a D o
condecorado	k o n d e k o rf a o
condena	k o n d e n a
condenada	k o n d e n a D a
condenadas	k o n d e n a D a s
condenado	k o n d e n a D o
condenado	k o n d e n a o
condenados	k o n d e n a D o s
condenamos	k o n d e n a m o s
condenan	k o n d e n a ng
condenar	k o n d e n a rf
condenarlos	k o n d e n a rf l o s
condenas	k o n d e n a s
condenatorio	k o n d e n a t o rf j o
condeno	k o n d e n o
condenó	k o n d e n o+
conderelli	k o n d e rf e L i
condes	k o n d e s
condescedencias	k o n d e s T e D e n T j a s
condescedencias	k o n d e s s e D e ng s j a s
condescendencia	k o n d e s T e n d e n T j a
condescendencia	k o n d e s s e n d e ng s j a
condiciona	k o n d i T j o n a
condiciona	k o n d i s j o n a
condicionada	k o n d i T j o n a D a
condicionada	k o n d i s j o n a D a
condicionado	k o n d i T j o n a o
condicionado	k o n d i s j o n a D o
condicional	k o n d i T j o n a l
condicional	k o n d i s j o n a l
condicionalidades	k o n d i T j o n a l i D a D e s
condicionalidades	k o n d i s j o n a l i D a D e s
condicionantes	k o n d i T j o n a n t e s
condicionantes	k o n d i s j o n a n t e s
condiciones	k o n d i T j o n e s
condiciones	k o n d i s j o n e s
condición	k o n d i T j o+ n
condición	k o n d i s j o+ ng
condigna	k o n d i G n a
condinero	k o n d i n e rf o
condolencias	k o n d o l e n T j a s
condolencias	k o n d o l e ng s j a s
condonaciones	k o n d o n a s j o n e s
condonación	k o n d o n a T j o+ n
condonación	k o n d o n a s j o+ ng
condonan	k o n d o n a ng
condonó	k o n d o n o+
condorelli	k o n d o rf e L i
conducción	k o n d u k s j o+ ng
conducción	k o n d u s j o+ n
conduce	k o n d u T e
conduce	k o n d u s e
conducen	k o n d u T e n
conducen	k o n d u s e ng
conducente	k o n d u T e n t e
conducente	k o n d u s e n t e
conducidas	k o n d u T i D a s
conducidas	k o n d u s i D a s
conducido	k o n d u T i D o
conducido	k o n d u s i D o
conducidos	k o n d u T i D o s
conducidos	k o n d u s i D o s
conducir	k o n d u T i rf
conducir	k o n d u s i rf
conducta	k o n d u k t a
conductas	k o n d u k t a s
conductor	k o n d u k t o rf
conductores	k o n d u k t o rf e s
conductos	k o n d u k t o s
conducía	k o n d u T i+ a
conducía	k o n d u s i+ a
condujeron	k o n d u x e rf o ng
condujo	k o n d u x o
conduzca	k o n d u T k a
conduzca	k o n d u s k a
conduzcan	k o n d u s k a ng
cone	k o n e
conectada	k o n e k t a D a
conectadas	k o n e k t a D a s
conectados	k o n e k t a D o s
conectarse	k o n e k t a rf s e
conecte	k o n e k t e
conectó	k o n e k t o+
conesup	k o n e s u p
conexa	k o n e k s a
conexa	k o n e s a
conexiones	k o n e k s j o n e s
conexiones	k o n e s j o n e s
conexión	k o n e k s j o+ ng
conexión	k o n e s j o+ n
